fold,site,dt_pred,llm_vote,observed
5,4758,0,0.0,1
5,8212,1,1.0,1
5,8707,0,0.0,0
5,13274,0,0.0,1
5,18906,0,0.0,0
5,23165,0,0.0,0
5,30180,1,1.0,1
5,41101,0,0.0,0
5,41152,0,0.0,0
5,43501,0,0.0,0
5,47884,0,0.0,0
5,47935,0,0.0,0
5,48025,0,0.0,0
5,49069,0,0.0,0
5,59088,0,0.0,0
5,60780,0,0.0,0
5,72310,0,0.0,0
5,119418,0,0.0,0
5,119543,0,0.0,0
5,119721,0,0.0,0
5,120769,0,0.0,0
5,121693,1,1.0,1
5,125941,0,0.0,0
5,129344,0,0.0,0
5,131935,0,0.0,0
5,134704,0,0.0,0
5,135070,0,0.0,0
5,141194,0,0.0,0
5,141566,0,0.0,0
5,141714,0,0.0,0
5,142060,0,0.0,0
5,145075,0,0.0,0
5,145141,0,0.0,0
5,150950,0,0.0,0
5,152179,1,1.0,1
5,153244,0,0.0,0
5,161377,1,1.0,1
5,162622,0,0.0,0
5,162734,0,0.0,0
5,162825,0,0.0,0
5,162967,0,0.0,0
5,163678,0,0.0,0
5,164016,0,0.0,0
5,164038,0,0.0,0
5,165451,0,0.0,0
5,168733,0,0.0,0
5,171916,1,1.0,1
5,173236,0,0.0,0
5,174133,0,0.0,0
5,174568,0,0.0,0
5,176714,0,0.0,0
5,180668,1,1.0,1
5,183001,1,1.0,1
5,183649,1,1.0,1
5,188402,1,1.0,1
5,188666,1,1.0,1
5,189367,0,0.0,1
5,189836,0,0.0,0
5,193043,1,1.0,1
5,193380,1,1.0,1
